,album,artists,available_markets,duration_ms,explicit,id,name,popularity,track_number
51,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/57kIMCLPgkzQlXjblX7XXP'}, 'href': 'https://api.spotify.com/v1/artists/57kIMCLPgkzQlXjblX7XXP', 'id': '57kIMCLPgkzQlXjblX7XXP', 'name': 'Phosphorescent', 'type': 'artist', 'uri': 'spotify:artist:57kIMCLPgkzQlXjblX7XXP'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/2he3CA9Gg1XLCsBiMAaXiz'}, 'href': 'https://api.spotify.com/v1/albums/2he3CA9Gg1XLCsBiMAaXiz', 'id': '2he3CA9Gg1XLCsBiMAaXiz', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ae89e5210ced5eb7f0223392', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ae89e5210ced5eb7f0223392', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ae89e5210ced5eb7f0223392', 'width': 64}], 'name': 'Muchacho', 'release_date': '2013-03-15', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:2he3CA9Gg1XLCsBiMAaXiz'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/57kIMCLPgkzQlXjblX7XXP'}, 'href': 'https://api.spotify.com/v1/artists/57kIMCLPgkzQlXjblX7XXP', 'id': '57kIMCLPgkzQlXjblX7XXP', 'name': 'Phosphorescent', 'type': 'artist', 'uri': 'spotify:artist:57kIMCLPgkzQlXjblX7XXP'}]",[],224906,False,55C8Zut2Ug8wPNrU4OJYPd,Ride On / Right On,0,3
52,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Wabl1lPdNOeIn0SQ5A1mp'}, 'href': 'https://api.spotify.com/v1/artists/5Wabl1lPdNOeIn0SQ5A1mp', 'id': '5Wabl1lPdNOeIn0SQ5A1mp', 'name': 'Cocteau Twins', 'type': 'artist', 'uri': 'spotify:artist:5Wabl1lPdNOeIn0SQ5A1mp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3uOCouLFR4bVx0XeiQJSbl'}, 'href': 'https://api.spotify.com/v1/artists/3uOCouLFR4bVx0XeiQJSbl', 'id': '3uOCouLFR4bVx0XeiQJSbl', 'name': 'Harold Budd', 'type': 'artist', 'uri': 'spotify:artist:3uOCouLFR4bVx0XeiQJSbl'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/4ofyfCTKDjg36h4gTOz8k0'}, 'href': 'https://api.spotify.com/v1/albums/4ofyfCTKDjg36h4gTOz8k0', 'id': '4ofyfCTKDjg36h4gTOz8k0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bb27ed07e50dfdd38a4e73bb', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bb27ed07e50dfdd38a4e73bb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bb27ed07e50dfdd38a4e73bb', 'width': 64}], 'name': 'The Moon and the Melodies', 'release_date': '1986-11-10', 'release_date_precision': 'day', 'total_tracks': 8, 'type': 'album', 'uri': 'spotify:album:4ofyfCTKDjg36h4gTOz8k0'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Wabl1lPdNOeIn0SQ5A1mp'}, 'href': 'https://api.spotify.com/v1/artists/5Wabl1lPdNOeIn0SQ5A1mp', 'id': '5Wabl1lPdNOeIn0SQ5A1mp', 'name': 'Cocteau Twins', 'type': 'artist', 'uri': 'spotify:artist:5Wabl1lPdNOeIn0SQ5A1mp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3uOCouLFR4bVx0XeiQJSbl'}, 'href': 'https://api.spotify.com/v1/artists/3uOCouLFR4bVx0XeiQJSbl', 'id': '3uOCouLFR4bVx0XeiQJSbl', 'name': 'Harold Budd', 'type': 'artist', 'uri': 'spotify:artist:3uOCouLFR4bVx0XeiQJSbl'}]",[],189040,False,0EtYctBNJJ4IMNR7skKfm3,"Sea, Swallow Me",0,1
53,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2eam0iDomRHGBypaDQLwWI'}, 'href': 'https://api.spotify.com/v1/artists/2eam0iDomRHGBypaDQLwWI', 'id': '2eam0iDomRHGBypaDQLwWI', 'name': 'Bleachers', 'type': 'artist', 'uri': 'spotify:artist:2eam0iDomRHGBypaDQLwWI'}], 'available_markets': ['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK'], 'external_urls': {'spotify': 'https://open.spotify.com/album/6XVw1ysE3HyYF9T9axP33Y'}, 'href': 'https://api.spotify.com/v1/albums/6XVw1ysE3HyYF9T9axP33Y', 'id': '6XVw1ysE3HyYF9T9axP33Y', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c2caba02dc9d408e0057942d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c2caba02dc9d408e0057942d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c2caba02dc9d408e0057942d', 'width': 64}], 'name': ""Don't Take The Money"", 'release_date': '2017-03-31', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:6XVw1ysE3HyYF9T9axP33Y'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2eam0iDomRHGBypaDQLwWI'}, 'href': 'https://api.spotify.com/v1/artists/2eam0iDomRHGBypaDQLwWI', 'id': '2eam0iDomRHGBypaDQLwWI', 'name': 'Bleachers', 'type': 'artist', 'uri': 'spotify:artist:2eam0iDomRHGBypaDQLwWI'}]","['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK']",215539,False,0d3BJRrklQ6sTfbmrojuZI,Don't Take The Money,45,1
54,"{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/6ceEcvc9bKjAZ2IxVNEbZ2'}, 'href': 'https://api.spotify.com/v1/albums/6ceEcvc9bKjAZ2IxVNEbZ2', 'id': '6ceEcvc9bKjAZ2IxVNEbZ2', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736e105f9fa23b809a07400ae8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026e105f9fa23b809a07400ae8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516e105f9fa23b809a07400ae8', 'width': 64}], 'name': 'Marie Antoinette (Original Motion Picture Soundtrack)', 'release_date': '2006-01-01', 'release_date_precision': 'day', 'total_tracks': 26, 'type': 'album', 'uri': 'spotify:album:6ceEcvc9bKjAZ2IxVNEbZ2'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0epOFNiUfyON9EYx7Tpr6V'}, 'href': 'https://api.spotify.com/v1/artists/0epOFNiUfyON9EYx7Tpr6V', 'id': '0epOFNiUfyON9EYx7Tpr6V', 'name': 'The Strokes', 'type': 'artist', 'uri': 'spotify:artist:0epOFNiUfyON9EYx7Tpr6V'}]",[],168750,False,5ZrT889Mp3oaUyI2jPM9dc,What Ever Happened,0,3
55,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uR7zoLrSRI8bSL43OZ0GY'}, 'href': 'https://api.spotify.com/v1/artists/1uR7zoLrSRI8bSL43OZ0GY', 'id': '1uR7zoLrSRI8bSL43OZ0GY', 'name': 'Ezra Furman', 'type': 'artist', 'uri': 'spotify:artist:1uR7zoLrSRI8bSL43OZ0GY'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/3avy9ZvrDRdDQKRcf1kJ6V'}, 'href': 'https://api.spotify.com/v1/albums/3avy9ZvrDRdDQKRcf1kJ6V', 'id': '3avy9ZvrDRdDQKRcf1kJ6V', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27350eada95a3565366aa04e48e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0250eada95a3565366aa04e48e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485150eada95a3565366aa04e48e', 'width': 64}], 'name': 'Transangelic Exodus', 'release_date': '2018-02-09', 'release_date_precision': 'day', 'total_tracks': 13, 'type': 'album', 'uri': 'spotify:album:3avy9ZvrDRdDQKRcf1kJ6V'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uR7zoLrSRI8bSL43OZ0GY'}, 'href': 'https://api.spotify.com/v1/artists/1uR7zoLrSRI8bSL43OZ0GY', 'id': '1uR7zoLrSRI8bSL43OZ0GY', 'name': 'Ezra Furman', 'type': 'artist', 'uri': 'spotify:artist:1uR7zoLrSRI8bSL43OZ0GY'}]",[],219000,False,5141H4ftZMaTJIuMOhJ5J3,Love You So Bad,0,9
56,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6GpcBKNmZDIrRzYkPJu7Wd'}, 'href': 'https://api.spotify.com/v1/artists/6GpcBKNmZDIrRzYkPJu7Wd', 'id': '6GpcBKNmZDIrRzYkPJu7Wd', 'name': 'flora cash', 'type': 'artist', 'uri': 'spotify:artist:6GpcBKNmZDIrRzYkPJu7Wd'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/6H5Gf3PNATQ6ufJQhM263o'}, 'href': 'https://api.spotify.com/v1/albums/6H5Gf3PNATQ6ufJQhM263o', 'id': '6H5Gf3PNATQ6ufJQhM263o', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27301507e18f1c27f03c6e81a0d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0201507e18f1c27f03c6e81a0d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485101507e18f1c27f03c6e81a0d', 'width': 64}], 'name': ""Nothing Lasts Forever (And It's Fine)"", 'release_date': '2017-04-21', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:6H5Gf3PNATQ6ufJQhM263o'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6GpcBKNmZDIrRzYkPJu7Wd'}, 'href': 'https://api.spotify.com/v1/artists/6GpcBKNmZDIrRzYkPJu7Wd', 'id': '6GpcBKNmZDIrRzYkPJu7Wd', 'name': 'flora cash', 'type': 'artist', 'uri': 'spotify:artist:6GpcBKNmZDIrRzYkPJu7Wd'}]",[],218883,False,1tweNeMlwxfeoOXklVibnf,You're Somebody Else,0,2
57,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4LG4Bs1Gadht7TCrMytQUO'}, 'href': 'https://api.spotify.com/v1/artists/4LG4Bs1Gadht7TCrMytQUO', 'id': '4LG4Bs1Gadht7TCrMytQUO', 'name': 'The Shins', 'type': 'artist', 'uri': 'spotify:artist:4LG4Bs1Gadht7TCrMytQUO'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/7f5IY1tuyC4yEardrzrxwe'}, 'href': 'https://api.spotify.com/v1/albums/7f5IY1tuyC4yEardrzrxwe', 'id': '7f5IY1tuyC4yEardrzrxwe', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fa607adcab78eb64046ce855', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02fa607adcab78eb64046ce855', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851fa607adcab78eb64046ce855', 'width': 64}], 'name': 'Wincing The Night Away', 'release_date': '2007-01-23', 'release_date_precision': 'day', 'total_tracks': 11, 'type': 'album', 'uri': 'spotify:album:7f5IY1tuyC4yEardrzrxwe'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4LG4Bs1Gadht7TCrMytQUO'}, 'href': 'https://api.spotify.com/v1/artists/4LG4Bs1Gadht7TCrMytQUO', 'id': '4LG4Bs1Gadht7TCrMytQUO', 'name': 'The Shins', 'type': 'artist', 'uri': 'spotify:artist:4LG4Bs1Gadht7TCrMytQUO'}]",[],221840,False,5nfe5aPK3Qh5zC4oo5KXbO,Turn On Me,0,7
58,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5BvJzeQpmsdsFp4HGUYUEx'}, 'href': 'https://api.spotify.com/v1/artists/5BvJzeQpmsdsFp4HGUYUEx', 'id': '5BvJzeQpmsdsFp4HGUYUEx', 'name': 'Vampire Weekend', 'type': 'artist', 'uri': 'spotify:artist:5BvJzeQpmsdsFp4HGUYUEx'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/1WqsQoAZ6KIYS0mZAAezWa'}, 'href': 'https://api.spotify.com/v1/albums/1WqsQoAZ6KIYS0mZAAezWa', 'id': '1WqsQoAZ6KIYS0mZAAezWa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d9d48cbf6bff0c9f1c7453a8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d9d48cbf6bff0c9f1c7453a8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d9d48cbf6bff0c9f1c7453a8', 'width': 64}], 'name': 'Sunflower / Big Blue', 'release_date': '2019-03-06', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:1WqsQoAZ6KIYS0mZAAezWa'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5BvJzeQpmsdsFp4HGUYUEx'}, 'href': 'https://api.spotify.com/v1/artists/5BvJzeQpmsdsFp4HGUYUEx', 'id': '5BvJzeQpmsdsFp4HGUYUEx', 'name': 'Vampire Weekend', 'type': 'artist', 'uri': 'spotify:artist:5BvJzeQpmsdsFp4HGUYUEx'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/57vWImR43h4CaDao012Ofp'}, 'href': 'https://api.spotify.com/v1/artists/57vWImR43h4CaDao012Ofp', 'id': '57vWImR43h4CaDao012Ofp', 'name': 'Steve Lacy', 'type': 'artist', 'uri': 'spotify:artist:57vWImR43h4CaDao012Ofp'}]",[],137600,False,2nBkgxlht8knPvUQN5Tmdk,Sunflower (feat. Steve Lacy),0,1
59,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2uYWxilOVlUdk4oV9DvwqK'}, 'href': 'https://api.spotify.com/v1/artists/2uYWxilOVlUdk4oV9DvwqK', 'id': '2uYWxilOVlUdk4oV9DvwqK', 'name': 'Mitski', 'type': 'artist', 'uri': 'spotify:artist:2uYWxilOVlUdk4oV9DvwqK'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/16i5KnBjWgUtwOO7sVMnJB'}, 'href': 'https://api.spotify.com/v1/albums/16i5KnBjWgUtwOO7sVMnJB', 'id': '16i5KnBjWgUtwOO7sVMnJB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27351630f0f26aff5bbf9e10835', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0251630f0f26aff5bbf9e10835', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485151630f0f26aff5bbf9e10835', 'width': 64}], 'name': 'Puberty 2', 'release_date': '2016-06-17', 'release_date_precision': 'day', 'total_tracks': 11, 'type': 'album', 'uri': 'spotify:album:16i5KnBjWgUtwOO7sVMnJB'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2uYWxilOVlUdk4oV9DvwqK'}, 'href': 'https://api.spotify.com/v1/artists/2uYWxilOVlUdk4oV9DvwqK', 'id': '2uYWxilOVlUdk4oV9DvwqK', 'name': 'Mitski', 'type': 'artist', 'uri': 'spotify:artist:2uYWxilOVlUdk4oV9DvwqK'}]",[],212183,False,172rW45GEnGoJUuWfm1drt,Your Best American Girl,0,5
60,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2ueoLVCXQ948OfhVvAy3Nn'}, 'href': 'https://api.spotify.com/v1/artists/2ueoLVCXQ948OfhVvAy3Nn', 'id': '2ueoLVCXQ948OfhVvAy3Nn', 'name': 'Perfume Genius', 'type': 'artist', 'uri': 'spotify:artist:2ueoLVCXQ948OfhVvAy3Nn'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/4vucVTj5GjNV0MllVjsxo5'}, 'href': 'https://api.spotify.com/v1/albums/4vucVTj5GjNV0MllVjsxo5', 'id': '4vucVTj5GjNV0MllVjsxo5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b54998479ea0decb9d61d0a5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b54998479ea0decb9d61d0a5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b54998479ea0decb9d61d0a5', 'width': 64}], 'name': 'Spotify Singles', 'release_date': '2017-08-16', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:4vucVTj5GjNV0MllVjsxo5'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2ueoLVCXQ948OfhVvAy3Nn'}, 'href': 'https://api.spotify.com/v1/artists/2ueoLVCXQ948OfhVvAy3Nn', 'id': '2ueoLVCXQ948OfhVvAy3Nn', 'name': 'Perfume Genius', 'type': 'artist', 'uri': 'spotify:artist:2ueoLVCXQ948OfhVvAy3Nn'}]",[],224647,False,15yWH0t80xio9hCjOZpalj,Body's In Trouble - Recorded at Spotify Studios NYC,0,2
61,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6P5NO5hzJbuOqSdyPB7SJM'}, 'href': 'https://api.spotify.com/v1/artists/6P5NO5hzJbuOqSdyPB7SJM', 'id': '6P5NO5hzJbuOqSdyPB7SJM', 'name': 'Ashe', 'type': 'artist', 'uri': 'spotify:artist:6P5NO5hzJbuOqSdyPB7SJM'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/3O9h4n6a5yGA4OCcwNx2se'}, 'href': 'https://api.spotify.com/v1/albums/3O9h4n6a5yGA4OCcwNx2se', 'id': '3O9h4n6a5yGA4OCcwNx2se', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732907b4298bb880092d1e9458', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022907b4298bb880092d1e9458', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512907b4298bb880092d1e9458', 'width': 64}], 'name': 'The Rabbit Hole', 'release_date': '2018-06-22', 'release_date_precision': 'day', 'total_tracks': 7, 'type': 'album', 'uri': 'spotify:album:3O9h4n6a5yGA4OCcwNx2se'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6P5NO5hzJbuOqSdyPB7SJM'}, 'href': 'https://api.spotify.com/v1/artists/6P5NO5hzJbuOqSdyPB7SJM', 'id': '6P5NO5hzJbuOqSdyPB7SJM', 'name': 'Ashe', 'type': 'artist', 'uri': 'spotify:artist:6P5NO5hzJbuOqSdyPB7SJM'}]",[],226360,True,2f47eePMUJvRVVqWdA4JC2,Real Love,29,4
62,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5QdyldG4Fl4TPiOIeMNpBZ'}, 'href': 'https://api.spotify.com/v1/artists/5QdyldG4Fl4TPiOIeMNpBZ', 'id': '5QdyldG4Fl4TPiOIeMNpBZ', 'name': 'Big Thief', 'type': 'artist', 'uri': 'spotify:artist:5QdyldG4Fl4TPiOIeMNpBZ'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/2hOYLjoRQFXcdviMiwtgxe'}, 'href': 'https://api.spotify.com/v1/albums/2hOYLjoRQFXcdviMiwtgxe', 'id': '2hOYLjoRQFXcdviMiwtgxe', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730d86ec6aa49e27bcc92b87f1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020d86ec6aa49e27bcc92b87f1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510d86ec6aa49e27bcc92b87f1', 'width': 64}], 'name': 'Capacity', 'release_date': '2017-06-09', 'release_date_precision': 'day', 'total_tracks': 11, 'type': 'album', 'uri': 'spotify:album:2hOYLjoRQFXcdviMiwtgxe'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5QdyldG4Fl4TPiOIeMNpBZ'}, 'href': 'https://api.spotify.com/v1/artists/5QdyldG4Fl4TPiOIeMNpBZ', 'id': '5QdyldG4Fl4TPiOIeMNpBZ', 'name': 'Big Thief', 'type': 'artist', 'uri': 'spotify:artist:5QdyldG4Fl4TPiOIeMNpBZ'}]",[],330106,False,6dtB54Z7eICDUOPq3QwXuo,Mary,0,10
63,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5QdyldG4Fl4TPiOIeMNpBZ'}, 'href': 'https://api.spotify.com/v1/artists/5QdyldG4Fl4TPiOIeMNpBZ', 'id': '5QdyldG4Fl4TPiOIeMNpBZ', 'name': 'Big Thief', 'type': 'artist', 'uri': 'spotify:artist:5QdyldG4Fl4TPiOIeMNpBZ'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/4onPyHor2yOlVxCsIaGyHH'}, 'href': 'https://api.spotify.com/v1/albums/4onPyHor2yOlVxCsIaGyHH', 'id': '4onPyHor2yOlVxCsIaGyHH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737c489be841df6272caed47e9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027c489be841df6272caed47e9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517c489be841df6272caed47e9', 'width': 64}], 'name': 'Masterpiece', 'release_date': '2016-05-27', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:4onPyHor2yOlVxCsIaGyHH'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5QdyldG4Fl4TPiOIeMNpBZ'}, 'href': 'https://api.spotify.com/v1/artists/5QdyldG4Fl4TPiOIeMNpBZ', 'id': '5QdyldG4Fl4TPiOIeMNpBZ', 'name': 'Big Thief', 'type': 'artist', 'uri': 'spotify:artist:5QdyldG4Fl4TPiOIeMNpBZ'}]",[],230586,False,2WTxIQ0ufU7AxT43ZKpllY,Masterpiece,0,2
